2014,2015-04-21,35,中国天楹
2014,2015-04-14,301,东方盛虹
2014,2015-03-25,404,长虹华意
2014,2015-04-24,516,国际医学
2014,2015-04-02,683,远兴能源
2014,2015-03-28,759,中百集团
2014,2015-04-22,903,云内动力
2014,2015-03-27,920,南方汇通
2014,2015-04-29,2115,三维通信
2014,2015-03-11,2117,东港股份
2014,2015-04-28,2121,科陆电子
2014,2015-04-29,2126,银轮股份
2014,2015-03-31,2139,拓邦股份
2014,2015-04-24,2144,宏达高科
2014,2015-03-28,2156,通富微电
2014,2015-03-11,2184,海得控制
2014,2015-03-28,2187,广百股份
2014,2015-04-23,2227,奥特迅
2014,2015-04-18,2246,北化股份
2014,2015-02-17,2268,卫士通
2014,2015-04-09,2283,天润曲轴
2014,2015-03-24,2326,永太科技
2014,2015-03-24,2367,康力电梯
2014,2015-04-25,2372,伟星新材
2014,2015-03-28,2381,双箭股份
2014,2015-04-14,2432,九安医疗
2014,2015-03-28,2439,启明星辰
2014,2015-04-28,2446,盛路通信
2014,2015-03-25,2462,嘉事堂
2014,2015-04-13,2466,天齐锂业
2014,2015-04-09,2472,双环传动
2014,2015-02-28,2501,*ST利源
2014,2015-04-22,2520,日发精机
2014,2015-03-18,2521,齐峰新材
2014,2015-02-17,2540,亚太科技
2014,2015-03-10,2600,领益智造
2014,2015-04-23,2609,捷顺科技
2014,2015-03-27,2616,长青集团
2014,2015-03-10,2697,红旗连锁
2014,2015-02-04,2699,美盛文化
2014,2015-04-25,2711,*ST欧浦
2014,2015-01-31,300011,鼎汉技术
2014,2015-03-31,300016,北陆药业
2014,2015-04-11,300034,钢研高纳
2014,2015-04-03,300050,世纪鼎利
2014,2015-03-27,300066,三川智慧
2014,2015-03-14,300072,三聚环保
2014,2015-04-21,300086,康芝药业
2014,2015-04-01,300098,高新兴
2014,2015-04-21,300100,双林股份
2014,2015-03-27,300113,顺网科技
2014,2015-03-27,300114,中航电测
2014,2015-02-06,300131,英唐智控
2014,2015-03-05,300140,中环装备
2014,2015-04-03,300150,世纪瑞尔
2014,2015-04-03,300159,新研股份
2014,2015-03-20,300178,腾邦国际
2014,2015-03-27,300181,佐力药业
2014,2015-03-27,300188,美亚柏科
2014,2015-02-17,300204,舒泰神
2014,2015-04-07,300213,佳讯飞鸿
2014,2015-04-25,300219,鸿利智汇
2014,2015-02-28,300226,上海钢联
2014,2015-04-03,300233,金城医药
2014,2015-03-31,300234,开尔新材
2014,2015-02-12,300238,冠昊生物
2014,2015-03-17,300244,迪安诊断
2014,2015-03-09,300289,利德曼
2014,2015-03-17,300298,三诺生物
2014,2015-04-21,300302,同有科技
2014,2015-03-14,300303,聚飞光电
2014,2015-04-22,300346,南大光电
2014,2015-03-03,300351,永贵电器
2014,2015-04-18,300368,汇金股份
2014,2015-04-08,300382,斯莱克
2014,2015-04-14,600313,农发种业
2014,2015-04-09,600420,现代制药
2014,2015-04-16,600459,贵研铂业
2014,2015-04-15,600486,扬农化工
2014,2015-04-30,600562,国睿科技
2014,2015-02-16,600590,泰豪科技
2014,2015-04-15,600662,强生控股
2014,2015-03-27,600682,南京新百
2014,2015-04-18,600713,南京医药
2014,2015-03-10,600771,广誉远
2014,2015-03-24,600802,福建水泥
2014,2015-03-18,600818,中路股份
2014,2015-03-31,600973,宝胜股份
2014,2015-03-11,601360,三六零
2014,2015-04-25,601636,旗滨集团
2014,2015-03-25,601677,明泰铝业
2014,2015-04-21,601799,星宇股份
2014,2015-03-28,603128,华贸物流
2014,2015-04-17,603168,莎普爱思
2015,2016-04-27,36,华联控股
2015,2016-03-02,43,中航善达
2015,2016-03-25,89,深圳机场
2015,2016-04-15,158,常山北明
2015,2016-04-28,607,华媒控股
2015,2016-03-25,727,华东科技
2015,2016-04-09,906,浙商中拓
2015,2016-03-15,936,华西股份
2015,2016-03-01,952,广济药业
2015,2016-04-23,957,中通客车
2015,2016-03-30,958,东方能源
2015,2016-03-29,2010,传化智联
2015,2016-03-15,2020,京新药业
2015,2016-04-22,2035,华帝股份
2015,2016-03-31,2074,国轩高科
2015,2016-03-31,2075,沙钢股份
2015,2016-03-16,2117,东港股份
2015,2016-04-08,2126,银轮股份
