交易代码,公司名称,董监高姓名,职务,变动数,变动后持股数,变动原因,变动日期,填报日期,股份变动人姓名,变动人与董监高的关系
1,平安银行,车国宝,监事,1700.0,,竞价交易,2018-01-11,2018-01-12,车国金,兄弟姐妹
1,平安银行,项有志,高管,1000.0,1000.0,竞价交易,2018-04-27,2018-05-02,项有志,本人
1,平安银行,项有志,高管,2000.0,3000.0,竞价交易,2018-05-02,2018-05-03,项有志,本人
1,平安银行,项有志,高管,1500.0,,竞价交易,2018-06-14,2018-06-15,项徵,子女
4,国农科技,李林琳,"董事,高管",106100.0,1316100.0,竞价交易,2018-11-23,2018-11-26,李林琳,本人
8,神州高铁,王志全,董事,11111111.0,203690850.0,大宗交易,2018-01-24,2018-01-25,王志全,本人
9,中国宝安,陈政立,董事、高管,100000.0,857774.0,竞价交易,2018-01-11,2018-01-12,陈政立,本人
16,深康佳A,周彬,高管,8100.0,,竞价交易,2018-10-12,2018-10-15,周华,兄弟姐妹
18,神州长城,梁荣,董事、高管,801000.0,801000.0,竞价交易,2018-01-02,2018-01-03,梁荣,本人
20,深华发A,黄雁波,监事,800.0,,竞价交易,2018-02-12,2018-02-13,黄剑波,兄弟姐妹
20,深华发A,黄雁波,监事,1200.0,,竞价交易,2018-10-30,2018-10-31,黄剑波,兄弟姐妹
36,华联控股,陈善民,高管,81000.0,516600.0,竞价交易,2018-07-30,2018-07-31,陈善民,本人
36,华联控股,丁跃,董事,20000.0,1039300.0,竞价交易,2018-08-01,2018-08-02,丁跃,本人
36,华联控股,胡永峰,董事,60000.0,1120000.0,竞价交易,2018-09-11,2018-09-12,胡永峰,本人
37,深南电A,叶启良,监事,3000.0,,竞价交易,2018-12-05,2018-12-06,叶俊超,子女
38,深大通,郝亮,"董事,高管",1301000.0,,竞价交易,2018-10-11,2018-10-12,朱兰英,父母
40,东旭蓝天,陈巍,董事,100.0,100.0,竞价交易,2018-10-19,2018-10-22,陈巍,本人
42,中洲控股,魏洁生,监事,200.0,200.0,竞价交易,2018-03-30,2018-04-02,魏洁生,本人
45,深纺织A,张晓东,监事,3000.0,3000.0,竞价交易,2018-02-09,2018-02-12,张晓东,本人
46,泛海控股,卢志强,董事,3000000.0,4759786.0,竞价交易,2018-06-28,2018-06-29,卢志强,本人
46,泛海控股,卢志强,董事,1500000.0,6259700.0,竞价交易,2018-07-02,2018-07-03,卢志强,本人
46,泛海控股,宋宏谋,"董事,高管",165400.0,500000.0,竞价交易,2018-10-11,2018-10-12,宋宏谋,本人
49,德赛电池,刘贺,监事,2300.0,,竞价交易,2018-11-09,2018-11-12,马红侠,配偶
50,深天马A,王宝瑛,监事,3000.0,3000.0,竞价交易,2018-04-09,2018-04-10,王宝瑛,本人
50,深天马A,陈冰峡,董秘,15300.0,,竞价交易,2018-06-19,2018-06-20,陈保国,兄弟姐妹
58,深赛格,张光柳,董事,5800.0,26800.0,竞价交易,2018-03-19,2018-03-20,张光柳,本人
66,中国长城,陈小军,董事、高管,60000.0,60000.0,竞价交易,2018-02-12,2018-02-13,陈小军,本人
66,中国长城,徐刚,高管,500.0,,竞价交易,2018-05-10,2018-05-11,徐柳,兄弟姐妹
70,特发信息,杨洪宇,董事、高管,10000.0,10000.0,竞价交易,2018-01-18,2018-01-19,杨洪宇,本人
70,特发信息,杨洪宇,董事、高管,50000.0,100000.0,竞价交易,2018-02-01,2018-02-02,杨洪宇,本人
88,盐田港,李峰,高管,1000.0,,竞价交易,2018-06-21,2018-06-22,李梅花,兄弟姐妹
89,深圳机场,张子胜,监事,3000.0,,竞价交易,2018-05-25,2018-05-28,张子富,兄弟姐妹
90,天健集团,韩德宏,董事,89000.0,89000.0,竞价交易,2018-06-20,2018-06-21,韩德宏,本人
100,TCL集团,刘斌,董事,2000.0,,竞价交易,2018-02-01,2018-02-02,刘兆,父母
100,TCL集团,李东生,董事、高管,150000.0,,竞价交易,2018-03-26,2018-03-27,李海英,兄弟姐妹
100,TCL集团,李东生,"董事,高管",5000000.0,643273600.0,竞价交易,2018-12-18,2018-12-19,李东生,本人
158,常山北明,应华江,董事,3000000.0,17004000.0,竞价交易,2018-09-27,2018-09-28,应华江,本人
338,潍柴动力,李绍华,高管,300000.0,300000.0,竞价交易,2018-01-03,2018-01-04,李绍华,本人
338,潍柴动力,袁宏明,董事、高管,900.0,,竞价交易,2018-06-27,2018-06-28,袁宏彦,兄弟姐妹
