交易代码,公司名称,董监高姓名,职务,变动数,变动后持股数,变动原因,变动日期,填报日期,股份变动人姓名,变动人与董监高的关系
2,万科A,王印,董事,1000.0,1000.0,竞价交易,2010-03-22,2010-03-24,王剑,兄弟姐妹
2,万科A,肖莉,董事、高管,38000.0,38000.0,竞价交易,2010-11-02,2010-11-05,肖亮,兄弟姐妹
5,世纪星源,宋孝刚,董事,10000.0,10000.0,竞价交易,2010-07-26,2010-07-28,夏惠黔,配偶
6,深振业A,方东红,高管,20000.0,2760153.0,竞价交易,2010-12-29,2011-01-04,方东红,本人
9,中国宝安,戎乙强,监事,100.0,100.0,竞价交易,2010-01-21,2010-01-23,张和平,配偶
11,深物业A,陈玉刚,董事,46400.0,46400.0,竞价交易,2010-11-12,2010-11-16,陈玉斌,兄弟姐妹
21,长城开发,王维,监事,8000.0,8000.0,竞价交易,2010-07-28,2010-07-30,王阳,兄弟姐妹
24,招商地产,胡建新,高管,300.0,300.0,竞价交易,2010-04-12,2010-04-14,沈海英,配偶
25,特力A,关志才,监事,2800.0,2800.0,竞价交易,2010-11-22,2010-11-24,关秀琴,兄弟姐妹
28,国药一致,彭娟,董事,27000.0,42000.0,竞价交易,2010-07-12,2010-07-14,王庆春,配偶
45,深纺织A,石卫红,董事,1100.0,1100.0,竞价交易,2010-12-21,2010-12-23,石丽红,兄弟姐妹
49,德赛电池,丁春平,监事,2900.0,2900.0,竞价交易,2010-01-22,2010-01-26,何燕,配偶
56,*ST国商,陈小海,高管,1000.0,1000.0,竞价交易,2010-07-16,2010-07-21,张飞燕,配偶
58,深赛格,田继梁,监事,3700.0,3700.0,竞价交易,2010-04-02,2010-04-07,田湘玲,兄弟姐妹
58,深赛格,杨如生,董事,3000.0,3000.0,竞价交易,2010-07-07,2010-07-09,粟方,配偶
61,农产品,汪兴益,董事,500.0,501.0,竞价交易,2010-02-09,2010-02-11,汪兴益,本人
63,中兴通讯,殷一民,董事,600.0,600.0,竞价交易,2010-11-04,2010-11-08,刘兵,配偶
63,中兴通讯,周会东,监事,2000.0,5150.0,竞价交易,2010-12-17,2010-12-21,冯进英,配偶
68,ST三星,王科夫,高管,3000.0,3000.0,竞价交易,2010-03-22,2010-03-24,刘萍萍,配偶
68,ST三星,王科夫,高管,2000.0,4000.0,竞价交易,2010-07-01,2010-07-05,刘萍萍,配偶
69,华侨城A,韩小京,董事,15000.0,15000.0,竞价交易,2010-01-22,2010-01-26,韩明德,父母
69,华侨城A,韩小京,董事,2000.0,17000.0,竞价交易,2010-04-27,2010-04-30,韩明德,父母
69,华侨城A,谢家瑾,董事,2900.0,2900.0,竞价交易,2010-11-17,2010-11-19,谢家瑾,本人
100,TCL集团,许芳,高管,20000.0,20000.0,竞价交易,2010-01-25,2010-01-27,谢宁一,配偶
157,中联重科,熊焰明,高管,900.0,900.0,竞价交易,2010-01-15,2010-01-19,周玉英,父母
157,中联重科,何文进,高管,500.0,1000.0,竞价交易,2010-08-25,2010-08-27,邵慧聪,父母
157,中联重科,何文进,高管,2000.0,2000.0,竞价交易,2010-09-16,2010-11-05,唐维淳,配偶
157,中联重科,王志乐,董事,5000.0,5000.0,竞价交易,2010-10-20,2010-10-22,田向荣,配偶
158,常山股份,王卫国,监事,1400.0,1400.0,竞价交易,2010-04-26,2010-04-30,王瑜,子女
338,潍柴动力,周志军,高管,13500.0,13500.0,竞价交易,2010-04-26,2010-04-28,王凤梅,配偶
338,潍柴动力,刘新华,高管,1200.0,1200.0,竞价交易,2010-11-15,2010-11-17,岑建二,配偶
400,许继电气,尚衍国,董事,5000.0,5000.0,竞价交易,2010-03-02,2010-03-04,尚衍胜,兄弟姐妹
411,英特集团,张宝红,董事,2500.0,5000.0,竞价交易,2010-08-12,2010-08-16,张全红,兄弟姐妹
413,宝石A,王立鹏,董事,1000.0,1000.0,竞价交易,2010-06-24,2010-06-28,王立鹏,本人
420,*ST吉纤,郑勇,董事,6200.0,6200.0,竞价交易,2010-09-27,2010-10-08,郑峰,兄弟姐妹
421,南京中北,程镜良,高管,700.0,700.0,竞价交易,2010-12-20,2010-12-22,程奕明,子女
422,湖北宜化,王在孝,董事,104410.0,104410.0,竞价交易,2010-05-18,2010-05-31,王在孝,本人
426,富龙热电,史淑琴,高管,2000.0,58242.0,竞价交易,2010-09-20,2010-09-25,史淑琴,本人
505,ST珠江,王志钢,董事,500.0,500.0,竞价交易,2010-08-25,2010-08-27,王莹莹,兄弟姐妹
513,丽珠集团,徐国祥,高管,5400.0,5400.0,竞价交易,2010-06-25,2010-06-29,徐国安,兄弟姐妹
517,荣安地产,吴颖,证券事务代表,400.0,400.0,竞价交易,2010-08-09,2010-08-11,吴德成,父母
519,江南红箭,高斌,高管,600.0,600.0,竞价交易,2010-07-20,2010-07-23,高穗,兄弟姐妹
522,白云山A,周志魁,监事,7700.0,7700.0,竞价交易,2010-06-30,2010-07-02,王萍,配偶
524,东方宾馆,冯健,高管,500.0,500.0,竞价交易,2010-08-13,2010-08-17,冯英,兄弟姐妹
524,东方宾馆,万华文,高管,2000.0,2000.0,竞价交易,2010-12-06,2010-12-08,李金婷,配偶
528,柳工,刘斌,董事,1000.0,1000.0,竞价交易,2010-01-21,2010-01-23,黄英,配偶
531,穗恒运A,刘红川,监事,2500.0,2500.0,竞价交易,2010-01-29,2010-02-02,徐士杰,配偶
531,穗恒运A,刘红川,监事,4100.0,4100.0,竞价交易,2010-02-01,2010-02-03,徐士杰,配偶
538,云南白药,蔡琨,监事,1000.0,1000.0,竞价交易,2010-01-06,2010-01-08,靳平,配偶
538,云南白药,张荣球,监事,900.0,900.0,竞价交易,2010-11-18,2010-11-22,万美泉,配偶
540,中天城投,石维国,董事,1000.0,1000.0,竞价交易,2010-11-16,2010-11-18,石爱民,兄弟姐妹
547,闽福发A,边勇壮,董事、高管,15000.0,15000.0,竞价交易,2010-01-12,2010-01-14,边勇壮,本人
550,江铃汽车,许兰锋,监事,2000.0,2000.0,竞价交易,2010-06-09,2010-06-11,王劲松,配偶
550,江铃汽车,涂洪锋,高管,4600.0,4666.0,竞价交易,2010-07-01,2010-07-05,涂静,子女
561,烽火电子,张立军,监事,1000.0,2700.0,竞价交易,2010-03-04,2010-03-19,张立新,兄弟姐妹
561,烽火电子,白海军,监事,8000.0,8000.0,竞价交易,2010-08-31,2010-09-02,王军,配偶
571,新大洲A,赵序宏,董事、高管,75000.0,75000.0,竞价交易,2010-05-18,2010-05-31,王玉英,配偶
576,*ST甘化,雷忠,董事、高管,200.0,200.0,竞价交易,2010-08-31,2010-09-02,王斌,配偶
582,北海港,何典治,董事、证券事务代表,3000.0,3000.0,竞价交易,2010-04-09,2010-04-15,何典治,本人
601,韶能股份,徐兵,董事,9300.0,178746.0,竞价交易,2010-02-01,2010-02-03,徐兵,本人
601,韶能股份,肖南贵,董事、高管,11100.0,133288.0,竞价交易,2010-09-17,2010-09-21,肖南贵,本人
601,韶能股份,郑坚,高管,2000.0,2000.0,竞价交易,2010-11-11,2010-11-15,郑江英,兄弟姐妹
601,韶能股份,曾梅,监事,3000.0,56200.0,竞价交易,2010-12-07,2010-12-09,曾梅,本人
610,西安旅游,张华,监事,200.0,200.0,竞价交易,2010-11-29,2010-12-01,张勇,兄弟姐妹
611,四海股份,潘燕明,董事,4000.0,4000.0,竞价交易,2010-04-30,2010-05-05,潘原子,子女
611,时代科技,求嫣红,董事,14900.0,14900.0,竞价交易,2010-07-20,2010-07-23,求嫣红,本人
616,亿城股份,马寅,董事、高管,10000.0,10000.0,竞价交易,2010-01-08,2010-01-12,郭源媛,配偶
616,亿城股份,马寅,董事、高管,900.0,20900.0,竞价交易,2010-03-24,2010-03-26,马国杰,父母
616,亿城股份,马寅,董事、高管,8000.0,30000.0,竞价交易,2010-08-04,2010-11-04,马国杰,父母
